resolved_global_id,identity_status,matched_known_id,unknown_global_id,global_gt_id,camera_id,frame_id,relative_sec,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,stream_unification_basis
UNK_0017,unknown,,UNK_0017,353,C5,1360,136,1701,182,1828,541,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1360,136,1395,178,1506,548,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1360,136,829,182,877,421,wildtrack_global_gt_id_demo_bridge
UNK_0029,unknown,,UNK_0029,64,C5,1365,136.5,1546,186,1637,467,wildtrack_global_gt_id_demo_bridge
UNK_0030,unknown,,UNK_0030,67,C5,1365,136.5,1278,186,1345,425,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1365,136.5,817,174,886,516,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1365,136.5,1316,179,1412,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1365,136.5,1510,181,1621,528,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1365,136.5,1701,182,1828,541,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1365,136.5,1395,178,1506,548,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1365,136.5,833,182,881,422,wildtrack_global_gt_id_demo_bridge
UNK_0029,unknown,,UNK_0029,64,C5,1370,137,1617,186,1714,474,wildtrack_global_gt_id_demo_bridge
UNK_0030,unknown,,UNK_0030,67,C5,1370,137,1346,186,1417,433,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1370,137,817,174,887,517,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1370,137,1316,179,1412,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1370,137,1512,181,1624,529,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1370,137,1701,182,1828,541,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1370,137,1395,178,1506,548,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1370,137,833,182,881,422,wildtrack_global_gt_id_demo_bridge
UNK_0029,unknown,,UNK_0029,64,C5,1375,137.5,1714,186,1819,483,wildtrack_global_gt_id_demo_bridge
UNK_0030,unknown,,UNK_0030,67,C5,1375,137.5,1377,186,1453,443,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1375,137.5,817,174,887,517,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1375,137.5,1316,179,1412,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1375,137.5,1512,181,1624,529,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1375,137.5,1701,182,1828,541,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1375,137.5,1397,178,1509,549,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1375,137.5,833,182,881,422,wildtrack_global_gt_id_demo_bridge
UNK_0030,unknown,,UNK_0030,67,C5,1380,138,1421,185,1501,451,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1380,138,817,174,886,516,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1380,138,1316,179,1412,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1380,138,1512,181,1624,529,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1380,138,1701,182,1828,541,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1380,138,1397,178,1509,549,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1380,138,833,182,881,422,wildtrack_global_gt_id_demo_bridge
UNK_0030,unknown,,UNK_0030,67,C5,1385,138.5,1489,185,1576,462,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1385,138.5,817,174,887,517,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1385,138.5,1316,179,1412,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1385,138.5,1512,181,1624,529,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1385,138.5,1698,182,1825,540,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1385,138.5,1399,178,1512,550,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1385,138.5,833,182,881,422,wildtrack_global_gt_id_demo_bridge
UNK_0030,unknown,,UNK_0030,67,C5,1390,139,1538,185,1630,471,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1390,139,817,174,887,517,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1390,139,1316,179,1412,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1390,139,1512,181,1624,529,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1390,139,1690,182,1816,540,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1390,139,1399,178,1512,550,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1390,139,833,182,881,422,wildtrack_global_gt_id_demo_bridge
UNK_0030,unknown,,UNK_0030,67,C5,1395,139.5,1590,185,1687,478,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1395,139.5,817,174,887,517,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1395,139.5,1318,179,1415,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1395,139.5,1512,181,1624,529,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1395,139.5,1690,182,1816,540,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1395,139.5,1399,178,1512,550,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1395,139.5,833,182,882,422,wildtrack_global_gt_id_demo_bridge
UNK_0030,unknown,,UNK_0030,67,C5,1400,140,1626,185,1728,487,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1400,140,817,174,887,517,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1400,140,1318,179,1415,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1400,140,1510,181,1621,528,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1400,140,1681,181,1807,541,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1400,140,1399,178,1512,550,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1400,140,873,182,923,421,wildtrack_global_gt_id_demo_bridge
UNK_0030,unknown,,UNK_0030,67,C5,1405,140.5,1721,185,1833,500,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1405,140.5,816,174,885,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1405,140.5,1318,179,1415,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1405,140.5,1508,181,1618,527,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1405,140.5,1678,182,1803,540,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1405,140.5,1397,178,1509,549,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1405,140.5,867,182,917,421,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1410,141,816,174,885,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1410,141,1318,179,1415,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1410,141,1500,181,1610,525,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1410,141,1678,182,1803,540,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1410,141,1397,178,1509,549,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1410,141,867,182,916,421,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1415,141.5,816,174,885,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1415,141.5,1318,179,1415,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1415,141.5,1500,181,1610,525,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1415,141.5,1664,181,1789,541,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1415,141.5,1397,178,1509,549,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1415,141.5,867,182,916,421,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1420,142,816,174,885,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1420,142,1318,179,1415,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1420,142,1505,181,1615,526,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1420,142,1674,181,1800,543,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1420,142,1397,178,1509,549,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1420,142,867,182,917,421,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1425,142.5,817,174,886,516,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1425,142.5,1318,179,1415,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1425,142.5,1505,181,1615,526,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1425,142.5,1674,181,1800,543,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1425,142.5,1397,178,1509,549,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1425,142.5,855,182,904,424,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1430,143,817,174,886,516,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1430,143,1318,179,1415,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1430,143,1505,181,1615,526,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1430,143,1696,182,1823,542,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1430,143,1397,178,1509,549,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1430,143,860,181,911,429,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1435,143.5,817,174,886,516,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1435,143.5,1318,179,1415,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1435,143.5,1505,181,1615,526,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1435,143.5,1699,181,1826,543,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1435,143.5,1397,178,1509,549,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1435,143.5,862,181,913,430,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1440,144,817,174,886,516,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1440,144,1318,179,1415,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1440,144,1505,181,1615,526,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1440,144,1699,181,1826,543,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1440,144,1397,178,1509,549,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1440,144,862,181,913,430,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1445,144.5,817,174,886,516,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1445,144.5,1318,179,1415,516,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1445,144.5,1505,181,1615,526,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1445,144.5,1699,181,1826,543,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1445,144.5,1397,178,1509,549,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1445,144.5,890,182,942,428,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1450,145,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1450,145,1320,179,1417,517,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1450,145,1505,181,1615,526,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1450,145,1699,181,1826,543,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1450,145,1397,178,1509,549,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1450,145,890,182,942,428,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1455,145.5,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1455,145.5,1320,179,1417,517,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1455,145.5,1505,181,1615,526,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1455,145.5,1699,181,1826,543,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1455,145.5,1406,178,1520,553,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1455,145.5,890,182,942,428,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1460,146,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1460,146,1320,179,1417,517,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1460,146,1508,181,1618,527,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1460,146,1699,181,1826,543,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1460,146,1406,178,1520,553,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1460,146,884,182,936,426,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1465,146.5,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1465,146.5,1320,179,1417,517,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1465,146.5,1508,181,1618,527,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1465,146.5,1696,182,1823,542,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1465,146.5,1406,178,1520,553,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1465,146.5,888,182,940,427,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1470,147,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1470,147,1320,179,1417,517,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1470,147,1508,181,1618,527,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1470,147,1699,181,1826,543,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1470,147,1406,178,1520,553,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1470,147,888,182,940,427,wildtrack_global_gt_id_demo_bridge
UNK_0031,unknown,,UNK_0031,75,C5,1475,147.5,430,177,487,431,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1475,147.5,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1475,147.5,1320,179,1417,517,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1475,147.5,1508,181,1618,527,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1475,147.5,1702,181,1830,544,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1475,147.5,1406,178,1520,553,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1475,147.5,889,182,941,428,wildtrack_global_gt_id_demo_bridge
UNK_0031,unknown,,UNK_0031,75,C5,1480,148,472,176,529,442,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1480,148,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1480,148,1320,179,1417,517,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1480,148,1510,181,1621,528,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1480,148,1702,181,1830,544,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1480,148,1406,178,1520,553,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1480,148,889,182,941,428,wildtrack_global_gt_id_demo_bridge
UNK_0031,unknown,,UNK_0031,75,C5,1485,148.5,517,176,576,459,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1485,148.5,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1485,148.5,1320,179,1417,517,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1485,148.5,1510,181,1621,528,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1485,148.5,1702,181,1830,544,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1485,148.5,1406,178,1520,553,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1485,148.5,889,182,941,428,wildtrack_global_gt_id_demo_bridge
UNK_0031,unknown,,UNK_0031,75,C5,1490,149,548,174,609,478,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1490,149,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1490,149,1320,179,1417,517,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1490,149,1510,181,1621,528,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1490,149,1702,181,1830,544,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1490,149,1406,178,1520,553,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1490,149,886,182,938,428,wildtrack_global_gt_id_demo_bridge
UNK_0031,unknown,,UNK_0031,75,C5,1495,149.5,568,173,635,504,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1495,149.5,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1495,149.5,1320,179,1417,517,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1495,149.5,1498,181,1607,524,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1495,149.5,1690,181,1817,543,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1495,149.5,1406,178,1520,553,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1495,149.5,886,182,938,428,wildtrack_global_gt_id_demo_bridge
UNK_0031,unknown,,UNK_0031,75,C5,1500,150,623,171,695,531,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1500,150,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1500,150,1320,179,1417,517,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1500,150,1498,181,1607,524,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1500,150,1690,181,1817,543,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1500,150,1406,178,1520,553,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1500,150,886,182,938,428,wildtrack_global_gt_id_demo_bridge
UNK_0031,unknown,,UNK_0031,75,C5,1505,150.5,677,169,756,564,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1505,150.5,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1505,150.5,1320,179,1417,517,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1505,150.5,1498,181,1607,524,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1505,150.5,1690,181,1817,543,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1505,150.5,1406,178,1520,553,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1505,150.5,886,182,938,428,wildtrack_global_gt_id_demo_bridge
UNK_0031,unknown,,UNK_0031,75,C5,1510,151,788,168,874,596,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1510,151,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1510,151,1322,179,1419,518,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1510,151,1500,181,1610,525,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1510,151,1693,181,1821,544,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1510,151,1411,177,1526,555,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1510,151,886,182,938,428,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1515,151.5,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1515,151.5,1322,179,1419,518,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1515,151.5,1500,181,1610,525,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1515,151.5,1736,182,1866,543,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1515,151.5,1413,177,1529,556,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1515,151.5,885,182,937,427,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1520,152,811,174,880,515,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1520,152,1322,179,1419,518,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1520,152,1500,181,1610,525,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1520,152,1408,178,1523,554,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1520,152,885,182,937,427,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1525,152.5,812,174,881,516,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1525,152.5,1322,179,1419,518,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1525,152.5,1509,181,1618,524,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1525,152.5,1408,178,1523,554,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1525,152.5,885,182,937,427,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1530,153,813,174,882,517,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1530,153,1322,179,1419,518,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1530,153,1509,181,1618,524,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1530,153,1758,182,1888,541,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1530,153,1408,178,1523,554,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1530,153,881,182,933,427,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1535,153.5,813,174,882,517,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1535,153.5,1322,179,1419,518,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1535,153.5,1509,181,1618,524,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C5,1535,153.5,1722,182,1848,537,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C5,1535,153.5,1408,178,1523,554,wildtrack_global_gt_id_demo_bridge
UNK_0033,unknown,,UNK_0033,617,C5,1535,153.5,883,182,934,428,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C5,1540,154,812,174,881,516,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C5,1540,154,1322,179,1419,518,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C5,1540,154,1509,181,1618,524,wildtrack_global_gt_id_demo_bridge
